station_name,station_id,lat,lng
E 74 St & 1 Ave,6953.08,40.7689738,-73.95482273
E 74 St & 1 Ave,6953.08,40.768973,-73.954822
E 74 St & 1 Ave,6953.08,40.768974,-73.954823
Lexington Ave & E 36 St,6313.1,40.747573,-73.9788
Lexington Ave & E 36 St,6313.1,40.7475739589548,-73.9788007736206
Lexington Ave & E 36 St,6313.10,40.747574,-73.978801
Barrow St & Hudson St,5805.05,40.731724,-74.006744
Barrow St & Hudson St,5805.05,40.73172428,-74.00674436
Fulton St & Broadway,5175.08,40.711066,-74.009447
W 54 St & 11 Ave,6955.05,40.768333,-73.992573
Stanton St & Chrystie St,5523.02,40.72229346,-73.99147535
Stanton St & Chrystie St,5523.02,40.722293,-73.991475
Queens Plaza North & Crescent St,6429.01,40.75110165,-73.94073717
Queens Plaza North & Crescent St,6429.01,40.751101,-73.940737
Queens Plaza North & Crescent St,6429.01,40.751102,-73.940737
Bank St & Hudson St,5922.08,40.736528,-74.00618
Bank St & Hudson St,5922.08,40.73652889,-74.00618026
Bank St & Hudson St,5922.08,40.736529,-74.00618
Murray St & Greenwich St,5288.12,40.71485150526252,-74.01122331619263
Murray St & Greenwich St,5288.12,40.714852,-74.011223
Murray St & Greenwich St,5288.12,40.714851,-74.011223
W 53 St & 10 Ave,6890.01,40.766696,-73.990617
W 53 St & 10 Ave,6890.01,40.766697,-73.990617
Central Park W & W 91 St,7453.01,40.788664,-73.9668
Central Park W & W 91 St,7453.01,40.788665,-73.966801
Central Park W & W 91 St,7453.01,40.78866499127884,-73.96680057048798
E 11 St & Avenue B,5659.11,40.727464,-73.979504
E 11 St & Avenue B,5659.11,40.72746420692392,-73.97950418293476
Riverside Dr & W 72 St,7288.04,40.780577,-73.985624
Riverside Dr & W 72 St,7288.04,40.780578,-73.985624
1 Ave & E 6 St,5626.15,40.72633085971696,-73.98616880178452
1 Ave & E 6 St,5626.15,40.72633,-73.986168
1 Ave & E 6 St,5626.15,40.726331,-73.986169
Broadway & Battery Pl,4962.01,40.70463334,-74.01361706
Broadway & Battery Pl,4962.01,40.704633,-74.013617
MacDougal St & Washington Sq,5797.01,40.73226398,-73.99852205
MacDougal St & Washington Sq,5797.01,40.732263,-73.998522
MacDougal St & Washington Sq,5797.01,40.732264,-73.998522
Bayard St & Baxter St,5351.03,40.71602118,-73.99974372
Bayard St & Baxter St,5351.03,40.716021,-73.999743
Bayard St & Baxter St,5351.03,40.716021,-73.999744
Front St & Washington St,4936.01,40.70255,-73.989402
Front St & Washington St,4936.01,40.70255088,-73.98940236
Front St & Washington St,4936.01,40.702551,-73.989402
Central Park West & W 76 St,7253.04,40.77896784,-73.97374737
Central Park West & W 76 St,7253.04,40.778967,-73.973747
Central Park West & W 76 St,7253.04,40.778968,-73.973747
Lispenard St & Broadway,5391.06,40.71939226,-74.00247214
Lispenard St & Broadway,5391.06,40.719392,-74.002472
Hudson St & W 13 St,6115.06,40.74005708567285,-74.0052741765976
Hudson St & W 13 St,6115.06,40.740057,-74.005274
Thompson St & Bleecker St,5721.07,40.72840059450829,-73.99968780577183
Thompson St & Bleecker St,5721.07,40.728401,-73.999688
Amsterdam Ave & W 82 St,7360.10,40.78524672,-73.97667321
Amsterdam Ave & W 82 St,7360.1,40.785246,-73.976673
Amsterdam Ave & W 82 St,7360.1,40.785247,-73.976673
Lexington Ave & E 24 St,6089.07,40.740258,-73.984092
Lexington Ave & E 24 St,6089.07,40.740259,-73.984092
Rivington St & Ridge St,5406.02,40.718502,-73.983299
